Receipt No.,Completion Time,Details,Transaction Status,Paid In,Withdrawn,Balance
SKM0R3NCOQ,2024-11-22 19:47:00.038,Charge,Completed,,-10.0,0.0
SKM0R3NCOQ,2024-11-22 19:47:00.038,,Completed,,-1000.0,10.0
SKM0R3NCOQ,2024-11-22 19:47:00.038,,Completed,1010.0,,1010.0
SKM7R0CV89,2024-11-22 19:32:59.971,,Completed,,-1200.0,0.0
SKM7R0CV89,2024-11-22 19:32:59.971,,Completed,1200.0,,1200.0
SKM4QFUU0S,2024-11-22 18:02:00.010,,Completed,,-23.0,0.0
SKM4QFUU0S,2024-11-22 18:02:00.010,,Completed,,-1050.0,23.0
SKM4QFUU0S,2024-11-22 18:02:00.010,,Completed,1033.47,,1073.0
SKM1QBGEBD,2024-11-22 17:39:00.029,Purchase,Completed,,-21.0,39.53
SKM6Q46410,2024-11-22 16:57:59.962,Purchase,Completed,,-25.0,60.53
SKM0Q3SP1C,2024-11-22 16:54:59.990,Charge,Completed,,-20.0,85.53
SKM0Q3SP1C,2024-11-22 16:54:59.990,,Completed,,-1700.0,105.53
SKM0PUO9RU,2024-11-22 15:58:00.019,,Completed,,-13.0,1805.53
SKM0PUO9RU,2024-11-22 15:58:00.019,,Completed,,-770.0,1818.53
SKM5PNKYET,2024-11-22 15:11:00.010,,Completed,,-1.0,2588.53
SKM4PH0H6O,2024-11-22 14:26:59.971,,Completed,,-29.0,2589.53
SKM4PH0H6O,2024-11-22 14:26:59.971,,Completed,,-350.0,2618.53
SKM8PF1F1Q,2024-11-22 14:12:59.990,Purchase,Completed,,-25.0,2968.53
SKK5JIIUPZ,2024-11-20 23:17:59.971,Charge,Completed,,-48.0,2993.53
SKK5JIIUPZ,2024-11-20 23:17:59.971,,Completed,,-7700.0,3041.53
SKK9JIDYTB,2024-11-20 23:15:00.000,,Completed,,-18275.0,10741.53
SKK4JI7YR4,2024-11-20 23:12:00.029,,Completed,,-1.0,29016.53
SKK5JI6DWH,2024-11-20 23:10:59.981,,Completed,,-1.0,29017.53
SKK0JHZZBS,2024-11-20 23:06:59.962,,Completed,25750.0,,29018.53
SKK2JG1DGW,2024-11-20 22:36:00.029,,Completed,,-1.0,3268.53
SKK3J5BRGP,2024-11-20 21:02:59.971,Purchase,Completed,,-35.0,3269.53
SKK1I1TP1R,2024-11-20 17:53:59.971,Purchase,Completed,,-30.0,3304.53
SKJ7EHWXWT,2024-11-19 19:32:59.971,Purchase,Completed,,-48.0,3334.53
SKJ0D87NS6,2024-11-19 15:17:00.038,Purchase,Completed,,-28.0,3382.53
SKJ1BY5ELB,2024-11-19 09:33:59.990,Purchase,Completed,,-38.0,3410.53
SKJ2BIC4PW,2024-11-19 07:12:59.962,Purchase,Completed,,-25.0,3448.53
SKI8B6HXJM,2024-11-18 22:50:00.010,Purchase,Completed,,-28.0,3473.53
SKI0AZJVPK,2024-11-18 21:38:00.010,Purchase,Completed,,-25.0,3501.53
SKI8AOP9K0,2024-11-18 20:30:00.029,Purchase,Completed,,-28.0,3526.53
SKI39LH1VJ,2024-11-18 17:21:59.990,Purchase,Completed,,-54.0,3554.53
SKI495LKDG,2024-11-18 15:36:00.000,Purchase,Completed,,-50.0,3608.53
SKI092Z04A,2024-11-18 15:18:00.000,,Completed,,-29.0,3658.53
SKI092Z04A,2024-11-18 15:18:00.000,,Completed,,-250.0,3687.53
SKI492BDLI,2024-11-18 15:13:00.019,,Completed,,-180.0,3937.53
SKI88VONUM,2024-11-18 14:24:59.962,Purchase,Completed,,-21.0,4117.53
SKI68V1JSO,2024-11-18 14:21:00.029,,Completed,,-70.0,4138.53
SKI68EZO3C,2024-11-18 12:29:59.971,Purchase,Completed,,-21.0,4208.53
SKI37J2D4N,2024-11-18 08:19:00.019,Purchase,Completed,,-45.0,4229.53
SKI37C6IEV,2024-11-18 07:12:00.000,Purchase,Completed,,-25.0,4274.53
SKH56ZSGW3,2024-11-17 22:41:00.010,Purchase,Completed,,-50.0,4299.53
SKH26HZX4M,2024-11-17 20:15:00.000,Purchase,Completed,,-25.0,4349.53
SKH964AEXR,2024-11-17 19:07:00.019,Purchase,Completed,,-22.0,4374.53
SKH45ULO2M,2024-11-17 18:20:00.010,,Completed,,-306.0,4396.53
SKH54R5TKF,2024-11-17 13:57:00.000,,Completed,,-400.0,4702.53
SKH64QWX4C,2024-11-17 13:56:00.038,Purchase,Completed,,-21.0,5102.53
SKH14FY9AT,2024-11-17 12:31:00.019,Purchase,Completed,,-25.0,5123.53
SKH7425QQJ,2024-11-17 10:30:59.962,,Completed,,-29.0,5148.53
SKH7425QQJ,2024-11-17 10:30:59.962,,Completed,,-650.0,5177.53
SKH83WS2G2,2024-11-17 09:44:00.038,Airtime Purchase,Completed,,-50.0,5827.53
SKH43FNU80,2024-11-17 06:38:00.010,Airtime Purchase,Completed,,-10.0,5877.53
SKH13DVZ4P,2024-11-17 05:30:00.029,Airtime Purchase,Completed,,-21.0,5887.53
SKG732HAIR,2024-11-16 22:14:00.010,Airtime Purchase,Completed,,-21.0,5908.53
SKG12IDAHL,2024-11-16 20:01:00.019,Airtime Purchase,Completed,,-28.0,5929.53
SKG924MW5T,2024-11-16 19:00:00.029,Customer Transfer of Funds Charge,Completed,,-7.0,5957.53
SKG924MW5T,2024-11-16 19:00:00.029,Customer Transfer to - 2547******778 STANLEY MUSAU,Completed,,-170.0,5964.53
SKG51HURSR,2024-11-16 17:05:00.038,Airtime Purchase,Completed,,-45.0,6134.53
SKG710QIN9,2024-11-16 15:13:59.981,Airtime Purchase,Completed,,-25.0,6179.53
SKG2ZH54VK,2024-11-16 12:56:59.971,Airtime Purchase,Completed,,-45.0,6204.53
SKG5Z8H9PV,2024-11-16 11:51:00.000,Airtime Purchase,Completed,,-21.0,6249.53
SKG0YZXPSA,2024-11-16 10:41:59.971,Airtime Purchase,Completed,,-15.0,6270.53
SKG5YQOFVZ,2024-11-16 09:27:00.000,Airtime Purchase,Completed,,-25.0,6285.53
SKG7YO20PR,2024-11-16 09:06:00.029,Airtime Purchase,Completed,,-25.0,6310.53
SKF2XYK0EQ,2024-11-15 22:39:00.000,Pay Bill Charge,Completed,,-10.0,6335.53
SKF2XYK0EQ,2024-11-15 22:39:00.000,"Pay Bill Online to 4136811 - GLADYS TECHNOLOGIES Acc.
ALX, a San",Completed,,-648.0,6345.53
SKF1XNAD4N,2024-11-15 21:04:00.019,Airtime Purchase,Completed,,-25.0,6993.53
SKF4X37NR6,2024-11-15 19:23:00.010,Airtime Purchase,Completed,,-28.0,7018.53
SKF4WD0KBS,2024-11-15 17:21:59.990,Pay Bill Charge,Completed,,-5.0,7046.53
SKF4WD0KBS,2024-11-15 17:21:59.990,Pay Bill to 522522 - KCB Paybill AC Acc. 4243132000638767,Completed,,-300.0,7051.53
SKF9W4G9LR,2024-11-15 16:30:59.962,Airtime Purchase,Completed,,-38.0,7351.53
SKF7VZJIGD,2024-11-15 16:00:00.029,Airtime Purchase,Completed,,-25.0,7389.53
SKF6VQ86QE,2024-11-15 14:57:00.029,Airtime Purchase,Completed,,-25.0,7414.53
SKF9VG8T5Z,2024-11-15 13:50:00.010,Airtime Purchase,Completed,,-10.0,7439.53
SKF3V6QMSP,2024-11-15 12:45:00.000,Airtime Purchase,Completed,,-21.0,7449.53
SKF2UPUGFQ,2024-11-15 10:38:00.038,Airtime Purchase,Completed,,-45.0,7470.53
SKF2UHQRJS,2024-11-15 09:35:00.038,Airtime Purchase,Completed,,-15.0,7515.53
SKF1UGXY3F,2024-11-15 09:27:59.962,Airtime Purchase,Completed,,-32.0,7530.53
SKF0U1RJYE,2024-11-15 07:07:00.019,Airtime Purchase,Completed,,-25.0,7562.53
SKE8TRLMJA,2024-11-14 23:12:00.029,Airtime Purchase,Completed,,-42.0,7587.53
SKE1TM9RBX,2024-11-14 22:00:59.990,Airtime Purchase,Completed,,-21.0,7629.53
SKE8T27D98,2024-11-14 19:56:00.038,Airtime Purchase,Completed,,-25.0,7650.53
SKE1SPFTP9,2024-11-14 19:00:00.029,Airtime Purchase,Completed,,-28.0,7675.53
SKE0SGRQ6C,2024-11-14 18:22:59.981,Customer Transfer to - 2547******030 SOSPETER MUTUA,Completed,,-50.0,7703.53
SKE0SG9UTS,2024-11-14 18:20:00.010,Customer Transfer of Funds Charge,Completed,,-7.0,7753.53
SKE0SG9UTS,2024-11-14 18:20:00.010,Customer Transfer to - 2547******030 SOSPETER MUTUA,Completed,,-120.0,7760.53
SKE8SFB0ZE,2024-11-14 18:15:59.990,Merchant Payment to 515012 - Naivas Supermarket Hazina,Completed,,-1013.0,7880.53
SKE4SBHMPQ,2024-11-14 17:55:59.981,Airtime Purchase,Completed,,-28.0,8893.53
SKE2RW4WY8,2024-11-14 16:25:59.981,Airtime Purchase,Completed,,-25.0,8921.53
SKE1RB8YCT,2024-11-14 13:59:00.010,Airtime Purchase,Completed,,-38.0,8946.53
SKE7R4A0KB,2024-11-14 13:12:00.000,Airtime Purchase,Completed,,-25.0,8984.53
SKE3QSKZG3,2024-11-14 11:46:59.981,Airtime Purchase,Completed,,-28.0,9009.53
SKE0Q9UCIU,2024-11-14 09:22:59.981,Airtime Purchase,Completed,,-28.0,9037.53
SKE9PVZIRD,2024-11-14 07:21:00.000,Airtime Purchase,Completed,,-21.0,9065.53
SKE2PO3TS8,2024-11-14 01:34:00.019,Airtime Purchase,Completed,,-21.0,9086.53
SKE8PN0X1G,2024-11-14 00:26:00.038,Airtime Purchase,Completed,,-25.0,9107.53
SKD6PKPQR8,2024-11-13 23:12:59.990,Airtime Purchase,Completed,,-25.0,9132.53
SKD2PGIZ8A,2024-11-13 22:12:00.000,Airtime Purchase,Completed,,-21.0,9157.53
SKD3P4C1BP,2024-11-13 20:41:00.038,Customer Transfer to - 2547******341 Faith Mutisya,Completed,,-20.0,9178.53
SKD0P3Z174,2024-11-13 20:39:00.029,Merchant Payment to 7802055 - JOSEPH MUTUA,Completed,,-130.0,9198.53
SKD3OOVA27,2024-11-13 19:23:59.971,Airtime Purchase,Completed,,-28.0,9328.53
SKD9O1N9WZ,2024-11-13 17:33:59.962,Airtime Purchase,Completed,,-40.0,9356.53
SKD2NQB9XK,2024-11-13 16:23:59.971,Airtime Purchase,Completed,,-42.0,9396.53
SKD2N7BYZ2,2024-11-13 14:10:00.019,Airtime Purchase,Completed,,-45.0,9438.53
SKD8MBMCRO,2024-11-13 10:18:00.029,Airtime Purchase,Completed,,-50.0,9483.53
SKD5M4EVBN,2024-11-13 09:20:59.971,Airtime Purchase,Completed,,-45.0,9533.53
SKC0LH4MGU,2024-11-12 23:48:59.990,Airtime Purchase,Completed,,-28.0,9578.53
SKC5LBMC59,2024-11-12 22:16:00.019,Purchase,Completed,,-30.0,9606.53
SKC4KT59XS,2024-11-12 20:12:59.990,Purchase,Completed,,-50.0,9636.53
SKC0JPZITE,2024-11-12 17:05:00.038,Purchase,Completed,,-25.0,9686.53
SKC3JGIAWN,2024-11-12 16:02:00.038,Purchase,Completed,,-38.0,9711.53
SKC6ILBJN4,2024-11-12 12:22:00.019,Purchase,Completed,,-45.0,9749.53
SKC2ID06B4,2024-11-12 11:19:59.981,Purchase,Completed,,-28.0,9794.53
SKC7I3FZ8X,2024-11-12 10:05:59.971,Purchase,Completed,,-21.0,9822.53
SKC4HPV59M,2024-11-12 08:17:00.010,Purchase,Completed,,-25.0,9843.53
SKC6HDS4SQ,2024-11-12 04:52:00.019,Purchase,Completed,,-38.0,9868.53
SKB8H6IUBG,2024-11-11 22:34:00.019,Purchase,Completed,,-50.0,9906.53
SKB6GZT2LI,2024-11-11 21:27:59.962,Purchase,Completed,,-21.0,9956.53
SKB9GNLS29,2024-11-11 20:14:00.038,Purchase,Completed,,-21.0,9977.53
SKB5G6XV1D,2024-11-11 18:58:59.981,Purchase,Completed,,-15.0,9998.53
SKB0FBAMUC,2024-11-11 16:03:59.962,,Completed,10000.0,,10013.53
SKB0F7MQLO,2024-11-11 15:38:00.010,Purchase,Completed,,-35.0,13.53
SKB6F71FCQ,2024-11-11 15:33:59.990,,Completed,,-7.0,48.53
SKB6F71FCQ,2024-11-11 15:33:59.990,,Completed,,-120.0,55.53
SKB8F6XT4Q,2024-11-11 15:33:00.029,,Completed,100.0,,175.53
SKB6F5YZZM,2024-11-11 15:27:00.000,,Completed,,-197.0,75.53
SKB6F5WF54,2024-11-11 15:26:00.038,,Completed,200.0,,272.53
SKB0EOS73E,2024-11-11 13:27:00.029,Purchase,Completed,,-40.0,72.53
SKB4EOQ6CM,2024-11-11 13:25:59.981,,Completed,100.0,,112.53
SKB7EGDQVH,2024-11-11 12:27:00.000,Purchase,Completed,,-28.0,12.53
SKB8EGAKV2,2024-11-11 12:26:00.038,,Completed,28.0,,40.53
SKB7E6ITVT,2024-11-11 11:12:59.990,Purchase,Completed,,-21.0,12.53
SKB2DXNHVU,2024-11-11 10:05:00.010,Purchase,Completed,,-25.0,33.53
SKB2DQGNZE,2024-11-11 09:06:59.990,Purchase,Completed,,-21.0,58.53
SKB8DJ4O0S,2024-11-11 08:01:00.019,Purchase,Completed,,-32.0,79.53
SKB9DJ2Z3R,2024-11-11 08:01:00.019,,Completed,100.0,,111.53
SKB0DDCWEQ,2024-11-11 06:51:00.029,Purchase,Completed,,-25.0,11.53
SKA8CZZNJO,2024-11-10 22:11:00.038,Purchase,Completed,,-21.0,36.53
SKA7CRQ60V,2024-11-10 21:02:59.971,Purchase,Completed,,-28.0,57.53
SKA9CEWXU3,2024-11-10 19:45:59.990,Purchase,Completed,,-25.0,85.53
SKA9CET82T,2024-11-10 19:45:00.029,,Completed,100.0,,110.53
SKA6BWI3IE,2024-11-10 18:20:00.010,Purchase,Completed,,-25.0,10.53
SKA7BLPCUN,2024-11-10 17:17:00.010,Purchase,Completed,,-21.0,35.53
SKA4AZWUMK,2024-11-10 14:55:59.981,Purchase,Completed,,-42.0,56.53
SKA8AQ72EE,2024-11-10 13:48:59.962,,Completed,,-1.47,98.53
SKA4AQ734E,2024-11-10 13:48:59.962,,Completed,100.0,,100.0
SKA9AHBF9H,2024-11-10 12:42:59.990,Purchase with Fuliza,Completed,,-35.0,0.0
SKA9AHBF9H,2024-11-10 12:42:59.990,,Completed,1.45,,35.0
SKA9A9R3DR,2024-11-10 11:41:00.038,Purchase,Completed,,-25.0,33.55
SKA0A0JY3Y,2024-11-10 10:23:00.010,Purchase,Completed,,-20.0,58.55
SKA89M4QCU,2024-11-10 08:17:59.971,Purchase,Completed,,-25.0,78.55
SKA29M26YE,2024-11-10 08:17:00.010,,Completed,100.0,,103.55
SKA29DGW6Q,2024-11-10 06:18:00.000,Purchase,Completed,,-50.0,3.55
SKA59C4E2J,2024-11-10 05:05:00.038,Purchase,Completed,,-21.0,53.55
SK9490X76E,2024-11-09 22:25:00.019,Purchase,Completed,,-21.0,74.55
SK978RY5ML,2024-11-09 21:13:59.981,Purchase,Completed,,-32.0,95.55
SK908FT38W,2024-11-09 20:08:00.010,,Completed,,-415.0,127.55
SK908ENMEO,2024-11-09 20:03:00.029,,Completed,500.0,,542.55
SK958A9H1F,2024-11-09 19:43:00.019,Purchase,Completed,,-21.0,42.55
SK917AF3N3,2024-11-09 16:50:59.971,Purchase,Completed,,-45.0,63.55
SK956Q2W3B,2024-11-09 14:42:00.000,Purchase,Completed,,-25.0,108.55
SK906GCS8U,2024-11-09 13:39:00.000,Purchase,Completed,,-21.0,133.55
SK906G4KLI,2024-11-09 13:38:00.038,,Completed,150.0,,154.55
SK995OHWR9,2024-11-09 10:25:59.981,Purchase,Completed,,-40.0,4.55
SK985CXI14,2024-11-09 08:57:59.990,Purchase,Completed,,-45.0,44.55
SK9053NWG6,2024-11-09 07:39:00.000,Purchase,Completed,,-25.0,89.55
SK884LU7AQ,2024-11-08 22:27:59.990,Purchase,Completed,,-21.0,114.55
SK8948STVJ,2024-11-08 20:51:00.000,Airtime Purchase,Completed,,-28.0,135.55
SK823P9H9Y,2024-11-08 19:20:00.038,Customer Transfer of Funds Charge,Completed,,-7.0,163.55
SK823P9H9Y,2024-11-08 19:20:00.038,Customer Transfer to - 2547******341 Faith Mutisya,Completed,,-150.0,170.55
SK823NB6KO,2024-11-08 19:12:00.000,Merchant Payment Online to 515012 - Naivas Supermarket Hazina,Completed,,-400.0,320.55
SK813LQ6LJ,2024-11-08 19:05:00.010,KCB M-PESA Withdraw,Completed,650.0,,720.55
SK863I44AW,2024-11-08 18:51:00.029,Customer Transfer of Funds Charge,Completed,,-33.0,70.55
SK863I44AW,2024-11-08 18:51:00.029,Customer Transfer to - 2547******573 SILVIA OTIENO,Completed,,-1700.0,103.55
SK833HOUNB,2024-11-08 18:49:00.019,KCB M-PESA Withdraw,Completed,450.0,,1803.55
SK80381I8W,2024-11-08 18:04:59.981,Airtime Purchase,Completed,,-32.0,1353.55
SK822VV6UC,2024-11-08 16:59:00.010,Airtime Purchase,Completed,,-25.0,1385.55
SK872PV545,2024-11-08 16:23:00.010,KCB M-PESA Withdraw,Completed,1300.0,,1410.55
SK832LI1WJ,2024-11-08 15:54:59.962,Airtime Purchase,Completed,,-21.0,110.55
SK802C2IVU,2024-11-08 14:51:59.962,Airtime Purchase,Completed,,-32.0,131.55
SK821W3WIQ,2024-11-08 13:07:00.019,Withdrawal Charge,Completed,,-29.0,163.55
SK821W3WIQ,2024-11-08 13:07:00.019,Customer Withdrawal At Agent Till 235279 - Pure Logics Sunshine Shoes store Muthurwa Mkt Nairobi,Completed,,-900.0,192.55
SK811VUVIZ,2024-11-08 13:05:00.010,KCB M-PESA Withdraw,Completed,1000.0,,1092.55
SK891HSWLP,2024-11-08 11:24:59.962,Airtime Purchase,Completed,,-32.0,92.55
SK8514JQDR,2024-11-08 09:45:59.962,Airtime Purchase,Completed,,-25.0,124.55
SK80ZNDJOQ,2024-11-08 07:21:59.962,Airtime Purchase,Completed,,-28.0,149.55
SK83ZNBIZB,2024-11-08 07:21:59.962,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-122.45,177.55
SK89ZNBEGZ,2024-11-08 07:21:59.962,KCB M-PESA Withdraw,Completed,300.0,,300.0
SK74ZBS6D6,2024-11-07 23:39:00.029,Airtime Purchase with Fuliza,Completed,,-21.0,0.0
SK74ZBS6D6,2024-11-07 23:39:00.029,OverDraft of Credit Party,Completed,21.0,,21.0
SK79Z1W6LT,2024-11-07 21:36:59.962,Airtime Purchase with Fuliza,Completed,,-45.0,0.0
SK79Z1W6LT,2024-11-07 21:36:59.962,OverDraft of Credit Party,Completed,45.0,,45.0
SK78YMY7K6,2024-11-07 20:10:00.019,"Pay Bill Fuliza M-Pesa to 888880
- KPLC PREPAID Acc. 01450045628",Completed,,-100.0,0.0
SK78YMY7K6,2024-11-07 20:10:00.019,OverDraft of Credit Party,Completed,55.23,,100.0
SK75YFNN2D,2024-11-07 19:36:59.990,Airtime Purchase,Completed,,-21.0,44.77
SK72XOWTE0,2024-11-07 17:41:00.038,Airtime Purchase,Completed,,-60.0,65.77
SK74WND7MC,2024-11-07 13:41:59.971,Airtime Purchase,Completed,,-45.0,125.77
SK75WN7FDF,2024-11-07 13:41:00.010,KCB M-PESA Withdraw,Completed,130.0,,170.77
SK74W2YEA2,2024-11-07 11:17:59.971,Airtime Purchase,Completed,,-50.0,40.77
SK71VSKE0D,2024-11-07 10:00:00.029,Airtime Purchase,Completed,,-21.0,90.77
SK75V9SJ1R,2024-11-07 07:25:59.981,Airtime Purchase,Completed,,-25.0,111.77
SK70V4G6B2,2024-11-07 06:11:00.010,Airtime Purchase,Completed,,-32.0,136.77
SK70V4FHDA,2024-11-07 06:09:59.962,KCB M-PESA Withdraw,Completed,150.0,,168.77
SK77V2WIDB,2024-11-07 04:54:00.029,Airtime Purchase,Completed,,-32.0,18.77
SK75V2AFIT,2024-11-07 03:47:59.971,Airtime Purchase,Completed,,-28.0,50.77
SK63UHZZ1P,2024-11-06 20:55:00.019,Airtime Purchase,Completed,,-45.0,78.77
SK69UF0DH9,2024-11-06 20:39:00.029,Pay Bill Charge,Completed,,-15.0,123.77
SK69UF0DH9,2024-11-06 20:39:00.029,Pay Bill to 880100 - NCBA BANK KENYA PLC. Acc. 893892,Completed,,-1050.0,138.77
SK64UDL0NC,2024-11-06 20:30:59.990,KCB M-PESA Withdraw,Completed,500.0,,1188.77
SK68UD032U,2024-11-06 20:28:00.019,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-11.23,688.77
SK69UCZV7T,2024-11-06 20:28:00.019,KCB M-PESA Withdraw,Completed,700.0,,700.0
SK61UCNJVB,2024-11-06 20:26:59.971,KCB M-PESA Loan Request,Completed,0.0,,0.0
SK60TO4D3M,2024-11-06 18:42:00.029,Airtime Purchase with Fuliza,Completed,,-21.0,0.0
SK60TO4D3M,2024-11-06 18:42:00.029,OverDraft of Credit Party,Completed,11.11,,21.0
SK60TI0X6Y,2024-11-06 18:15:00.029,Withdrawal Charge,Completed,,-29.0,9.89
SK60TI0X6Y,2024-11-06 18:15:00.029,Customer Withdrawal At Agent Till 305504 - Billion Agencie 7th st city mark   hopping mall eastleight Nairobi Agg,Completed,,-200.0,38.89
SK64THFXHI,2024-11-06 18:11:59.971,KCB M-PESA Withdraw,Completed,200.0,,238.89
SK67TD41V9,2024-11-06 17:51:00.000,Withdrawal Charge,Completed,,-29.0,38.89
SK67TD41V9,2024-11-06 17:51:00.000,Customer Withdrawal At Agent Till 305504 - Billion Agencie 7th st city mark   hopping mall eastleight Nairobi Agg,Completed,,-500.0,67.89
SK64TCA9PO,2024-11-06 17:46:00.019,KCB M-PESA Withdraw,Completed,420.0,,567.89
SK64SZSZ08,2024-11-06 16:36:00.029,Purchase,Completed,,-25.0,147.89
SK65SP8NV5,2024-11-06 15:26:00.038,Purchase,Completed,,-45.0,172.89
SK61SP3YFV,2024-11-06 15:24:59.990,,Completed,200.0,,217.89
SK69SFBLMH,2024-11-06 14:17:59.971,Purchase,Completed,,-21.0,17.89
SK68S5GQ4Y,2024-11-06 13:14:00.010,Purchase,Completed,,-28.0,38.89
SK63RNCA5V,2024-11-06 11:03:59.990,Purchase,Completed,,-28.0,66.89
SK60RANQJA,2024-11-06 09:29:59.971,Purchase,Completed,,-50.0,94.89
SK69R6A7AJ,2024-11-06 08:55:00.019,Purchase,Completed,,-45.0,144.89
SK66R0Q90E,2024-11-06 08:10:59.981,,Completed,,-296.0,189.89
SK67R0HA8Z,2024-11-06 08:08:59.971,,Completed,200.0,,485.89
SK65QU5AIL,2024-11-06 07:07:59.981,Purchase,Completed,,-21.0,285.89
SK51QH719B,2024-11-05 22:36:00.029,Purchase,Completed,,-21.0,306.89
SK55PVOI61,2024-11-05 20:06:00.000,Purchase,Completed,,-40.0,327.89
SK57PN53CT,2024-11-05 19:27:59.990,Charge,Completed,,-5.0,367.89
SK57PN53CT,2024-11-05 19:27:59.990,,Completed,,-200.0,372.89
SK55PMLB29,2024-11-05 19:25:00.019,,Completed,500.0,,572.89
SK52OOJGDQ,2024-11-05 16:45:00.029,Purchase,Completed,,-40.0,72.89
SK55OOFUFR,2024-11-05 16:43:59.981,,Completed,100.0,,112.89
SK56OEJ4QE,2024-11-05 15:40:00.019,Purchase,Completed,,-21.0,12.89
SK51NS7BXJ,2024-11-05 13:09:00.029,Purchase,Completed,,-32.0,33.89
SK58NA402Y,2024-11-05 10:59:59.971,Purchase,Completed,,-40.0,65.89
SK50MSQ0ZO,2024-11-05 08:48:59.990,Purchase,Completed,,-32.0,105.89
SK59M8JR99,2024-11-05 00:13:59.981,Purchase,Completed,,-55.0,137.89
SK43M0IDAZ,2024-11-04 21:58:00.019,Purchase,Completed,,-50.0,192.89
SK43LTQJVH,2024-11-04 21:06:59.990,,Completed,,-70.0,242.89
SK40LSB1Q8,2024-11-04 20:57:59.990,,Completed,,-220.0,312.89
SK46LRQI8Q,2024-11-04 20:55:00.019,,Completed,350.0,,532.89
SK44LRLTVU,2024-11-04 20:53:59.971,,Completed,0.0,,182.89
SK42LR7WKU,2024-11-04 20:51:59.962,,Completed,100.0,,182.89
SK45LKAGZD,2024-11-04 20:14:00.038,Purchase,Completed,,-25.0,82.89
SK40LK5FHC,2024-11-04 20:14:00.038,,Completed,100.0,,107.89
SK47KPBVOV,2024-11-04 17:57:00.029,Purchase,Completed,,-35.0,7.89
SK49KDBQ0J,2024-11-04 16:52:00.019,Purchase,Completed,,-42.0,42.89
SK43JV3ZNH,2024-11-04 14:50:00.038,Purchase,Completed,,-35.0,84.89
SK45JLUEU1,2024-11-04 13:47:00.038,Purchase,Completed,,-25.0,119.89
SK43IZS0T3,2024-11-04 11:14:00.038,Purchase,Completed,,-40.0,144.89
SK42IIR17Q,2024-11-04 09:06:59.990,Purchase,Completed,,-25.0,184.89
SK42IIMMZM,2024-11-04 09:06:00.029,,Completed,200.0,,209.89
SK45IAP1UV,2024-11-04 08:01:59.981,Purchase,Completed,,-25.0,9.89
SK42I1E17G,2024-11-04 06:13:00.019,Purchase,Completed,,-21.0,34.89
SK36HUZV58,2024-11-03 23:33:00.000,Purchase,Completed,,-40.0,55.89
SK36HPV2JC,2024-11-03 22:14:59.971,Purchase,Completed,,-11.0,95.89
SK32HO69QU,2024-11-03 21:58:59.981,Charge,Completed,,-5.0,106.89
SK32HO69QU,2024-11-03 21:58:59.981,,Completed,,-200.0,111.89
SK31HNMPYP,2024-11-03 21:54:00.000,,Completed,200.0,,311.89
SK35HHVJP1,2024-11-03 21:09:00.000,Purchase,Completed,,-50.0,111.89
SK39HHSIPJ,2024-11-03 21:09:00.000,,Completed,150.0,,161.89
SK34H6TGTW,2024-11-03 19:59:00.010,Purchase,Completed,,-20.0,11.89
SK33G1KQI7,2024-11-03 16:16:00.019,Purchase,Completed,,-60.0,31.89
SK37FHUAZZ,2024-11-03 14:01:00.019,Purchase,Completed,,-45.0,91.89
SK39F1HHN1,2024-11-03 11:55:59.981,Purchase,Completed,,-25.0,136.89
SK35EOJGO3,2024-11-03 10:07:59.981,Purchase,Completed,,-25.0,161.89
SK38EGKI1O,2024-11-03 09:00:59.962,Purchase,Completed,,-21.0,186.89
SK34E9ILSE,2024-11-03 07:56:00.038,Purchase,Completed,,-25.0,207.89
SK37E49E1F,2024-11-03 06:51:59.990,Purchase,Completed,,-21.0,232.89
SK30E4843W,2024-11-03 06:51:00.029,,Completed,250.0,,253.89
SK29DTN0TZ,2024-11-02 23:08:00.010,Purchase,Completed,,-40.0,3.89
SK23CUCEUF,2024-11-02 19:18:59.990,,Completed,,-6.11,43.89
SK20CUCHQS,2024-11-02 19:18:59.990,,Completed,50.0,,50.0
SK27CU4P4R,2024-11-02 19:18:59.990,,Completed,,-7.0,0.0
SK27CU4P4R,2024-11-02 19:18:59.990,,Completed,,-115.0,7.0
SK27CU4P4R,2024-11-02 19:18:59.990,,Completed,6.04,,122.0
SK29CTVK07,2024-11-02 19:16:59.981,,Completed,,-34.04,115.96
SK21CTV8UL,2024-11-02 19:16:59.981,,Completed,150.0,,150.0
SK24CS560I,2024-11-02 19:09:59.990,,Completed,,-421.0,0.0
SK24CS560I,2024-11-02 19:09:59.990,,Completed,33.7,,421.0
SK23CQTSJT,2024-11-02 19:05:00.010,Purchase,Completed,,-40.0,387.3
SK25CP84ER,2024-11-02 18:58:00.019,,Completed,350.0,,427.3
SK28BQXCRO,2024-11-02 15:53:00.038,,Completed,,-122.7,77.3
SK21BQX37B,2024-11-02 15:53:00.038,,Completed,200.0,,200.0
SK28BQUAN8,2024-11-02 15:53:00.038,Purchase with Fuliza,Completed,,-60.0,0.0
SK28BQUAN8,2024-11-02 15:53:00.038,,Completed,60.0,,60.0
SK21BD80TZ,2024-11-02 14:26:00.010,Purchase with Fuliza,Completed,,-32.0,0.0
